order_id,timestamp,restaurant_id,customer_id,order_type,items,total_amount,payment_method,order_status
ORD-20251020-189907,2025-10-20T12:41:49.204298,REST-DXB-002,CUST-10324,dine_in,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 38.66, ""subtotal"": 77.32}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 42.07, ""subtotal"": 84.14}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.08, ""subtotal"": 86.16}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 37.95, ""subtotal"": 113.85}, {""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 36.25, ""subtotal"": 36.25}]",397.72,cash,completed
ORD-20251020-109912,2025-10-20T13:08:55.204298,REST-DXB-002,CUST-10451,dine_in,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 17.51, ""subtotal"": 52.53}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 50.71, ""subtotal"": 152.13}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.08, ""subtotal"": 43.08}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 47.55, ""subtotal"": 47.55}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.47, ""subtotal"": 34.41}]",329.7,card,delivered
ORD-20251020-924245,2025-10-20T13:11:21.204298,REST-DXB-001,CUST-10003,delivery,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 22.55, ""subtotal"": 67.65}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 18.82, ""subtotal"": 37.64}]",105.29,wallet,delivered
ORD-20251020-590449,2025-10-20T13:49:15.204298,REST-DXB-001,CUST-10256,dine_in,"[{""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 22.55, ""subtotal"": 67.65}, {""item_id"": ""ITEM-604"", ""name"": ""Fresh Lime Soda"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 11.88, ""subtotal"": 35.64}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.22, ""subtotal"": 102.44}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 14.52, ""subtotal"": 29.04}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 5.93, ""subtotal"": 17.79}]",252.56,cash,completed
ORD-20251020-457005,2025-10-20T13:54:51.204298,REST-AUH-002,CUST-10306,delivery,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 6.29, ""subtotal"": 18.87}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.36, ""subtotal"": 43.36}, {""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 43.26, ""subtotal"": 43.26}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.63, ""subtotal"": 14.63}]",120.12,wallet,completed
ORD-20251020-373018,2025-10-20T14:13:39.204298,REST-AUH-002,CUST-10446,delivery,"[{""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.3, ""subtotal"": 36.9}, {""item_id"": ""ITEM-302"", ""name"": ""Chicken Tikka Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 51.02, ""subtotal"": 102.04}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 52.14, ""subtotal"": 104.28}]",243.22,cash,delivered
ORD-20251020-217234,2025-10-20T14:20:03.204298,REST-DXB-002,CUST-10333,takeaway,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.89, ""subtotal"": 29.78}]",29.78,card,completed
ORD-20251020-964660,2025-10-20T14:56:26.204298,REST-DXB-002,CUST-10141,takeaway,"[{""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 9.96, ""subtotal"": 9.96}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.06, ""subtotal"": 6.06}, {""item_id"": ""ITEM-503"", ""name"": ""Kulfi"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.63, ""subtotal"": 41.26}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 22.64, ""subtotal"": 45.28}]",102.56,wallet,delivered
ORD-20251020-846776,2025-10-20T15:02:50.204298,REST-DXB-002,CUST-10398,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.07, ""subtotal"": 126.21}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 43.56, ""subtotal"": 43.56}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 21.56, ""subtotal"": 21.56}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 62.73, ""subtotal"": 125.46}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 22.64, ""subtotal"": 45.28}]",362.07,card,delivered
ORD-20251020-278741,2025-10-20T15:17:27.204298,REST-DXB-001,CUST-10178,delivery,"[{""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 40.59, ""subtotal"": 81.18}, {""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 68.23, ""subtotal"": 136.46}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 57.08, ""subtotal"": 114.16}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 10.14, ""subtotal"": 20.28}, {""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 44.14, ""subtotal"": 44.14}]",396.22,card,completed
ORD-20251020-646239,2025-10-20T15:26:41.204298,REST-DXB-002,CUST-10458,dine_in,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.07, ""subtotal"": 126.21}, {""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 37.95, ""subtotal"": 75.9}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 43.55, ""subtotal"": 87.1}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 12.0, ""subtotal"": 36.0}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 41.0, ""subtotal"": 41.0}]",366.21,card,delivered
ORD-20251020-190008,2025-10-20T15:45:41.204298,REST-AUH-001,CUST-10331,dine_in,"[{""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 54.7, ""subtotal"": 164.1}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 2, ""unit_price"": 17.77, ""subtotal"": 35.54}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 14.37, ""subtotal"": 28.74}]",228.38,card,completed
ORD-20251020-428221,2025-10-20T15:50:40.204298,REST-SHJ-001,CUST-10245,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 36.96, ""subtotal"": 110.88}, {""item_id"": ""ITEM-402"", ""name"": ""Garlic Naan"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 10.33, ""subtotal"": 10.33}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 55.13, ""subtotal"": 55.13}]",176.34,card,completed
ORD-20251020-198647,2025-10-20T15:58:24.204298,REST-DXB-002,CUST-10023,dine_in,"[{""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 14.89, ""subtotal"": 14.89}]",14.89,wallet,delivered
ORD-20251020-149506,2025-10-20T16:23:16.204298,REST-AUH-002,CUST-10126,delivery,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 17.5, ""subtotal"": 17.5}]",17.5,wallet,completed
ORD-20251020-199522,2025-10-20T17:11:01.204298,REST-AUH-001,CUST-10371,delivery,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 18.79, ""subtotal"": 18.79}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 14.9, ""subtotal"": 14.9}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 40.67, ""subtotal"": 40.67}, {""item_id"": ""ITEM-205"", ""name"": ""Chole Bhature"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 41.38, ""subtotal"": 124.14}]",198.5,card,delivered
ORD-20251020-835745,2025-10-20T17:17:36.204298,REST-SHJ-001,CUST-10035,takeaway,"[{""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.68, ""subtotal"": 56.04}]",56.04,cash,completed
ORD-20251020-852607,2025-10-20T17:23:59.204298,REST-AUH-001,CUST-10024,delivery,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 44.24, ""subtotal"": 88.48}]",88.48,card,completed
ORD-20251020-654671,2025-10-20T17:42:15.204298,REST-SHJ-001,CUST-10276,takeaway,"[{""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.48, ""subtotal"": 17.48}, {""item_id"": ""ITEM-501"", ""name"": ""Gulab Jamun (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 14.61, ""subtotal"": 43.83}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.25, ""subtotal"": 30.5}]",91.81,cash,completed
ORD-20251020-746531,2025-10-20T17:48:49.204298,REST-SHJ-001,CUST-10448,takeaway,"[{""item_id"": ""ITEM-102"", ""name"": ""Paneer Tikka"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 34.43, ""subtotal"": 34.43}]",34.43,card,completed
ORD-20251020-804518,2025-10-20T18:10:34.204298,REST-DXB-001,CUST-10134,takeaway,"[{""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 39.45, ""subtotal"": 39.45}, {""item_id"": ""ITEM-105"", ""name"": ""Chicken Seekh Kebab"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 40.59, ""subtotal"": 121.77}, {""item_id"": ""ITEM-601"", ""name"": ""Masala Chai"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 11.62, ""subtotal"": 23.24}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 18.75, ""subtotal"": 56.25}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 20.95, ""subtotal"": 20.95}]",261.66,wallet,completed
ORD-20251020-201989,2025-10-20T18:16:29.204298,REST-AUH-002,CUST-10329,takeaway,"[{""item_id"": ""ITEM-204"", ""name"": ""Malai Kofta"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 43.26, ""subtotal"": 129.78}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 3, ""unit_price"": 17.31, ""subtotal"": 51.93}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 55.05, ""subtotal"": 165.15}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 49.26, ""subtotal"": 98.52}]",445.38,wallet,completed
ORD-20251020-258006,2025-10-20T18:38:32.204298,REST-DXB-002,CUST-10243,takeaway,"[{""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 52.99, ""subtotal"": 158.97}, {""item_id"": ""ITEM-104"", ""name"": ""Aloo Tikki Chaat"", ""category"": ""Starter"", ""quantity"": 3, ""unit_price"": 21.56, ""subtotal"": 64.68}, {""item_id"": ""ITEM-502"", ""name"": ""Rasmalai (2 pcs)"", ""category"": ""Dessert"", ""quantity"": 3, ""unit_price"": 18.55, ""subtotal"": 55.65}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 17.51, ""subtotal"": 17.51}]",296.81,cash,completed
ORD-20251020-776718,2025-10-20T18:43:35.204298,REST-DXB-002,CUST-10155,delivery,"[{""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 47.55, ""subtotal"": 95.1}, {""item_id"": ""ITEM-403"", ""name"": ""Butter Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.98, ""subtotal"": 26.94}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 43.08, ""subtotal"": 86.16}, {""item_id"": ""ITEM-304"", ""name"": ""Fish Curry"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 56.92, ""subtotal"": 170.76}]",378.96,cash,completed
ORD-20251020-999494,2025-10-20T19:02:04.204298,REST-SHJ-001,CUST-10490,takeaway,"[{""item_id"": ""ITEM-103"", ""name"": ""Chicken 65"", ""category"": ""Starter"", ""quantity"": 1, ""unit_price"": 38.21, ""subtotal"": 38.21}, {""item_id"": ""ITEM-405"", ""name"": ""Jeera Rice"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 18.67, ""subtotal"": 18.67}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 3, ""unit_price"": 15.25, ""subtotal"": 45.75}, {""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 2, ""unit_price"": 5.83, ""subtotal"": 11.66}]",114.29,card,delivered
ORD-20251020-994937,2025-10-20T19:13:31.204298,REST-SHJ-001,CUST-10306,delivery,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 8.33, ""subtotal"": 24.99}, {""item_id"": ""ITEM-101"", ""name"": ""Samosa (2 pcs)"", ""category"": ""Starter"", ""quantity"": 2, ""unit_price"": 17.48, ""subtotal"": 34.96}, {""item_id"": ""ITEM-301"", ""name"": ""Butter Chicken"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 51.51, ""subtotal"": 154.53}, {""item_id"": ""ITEM-603"", ""name"": ""Sweet Lassi"", ""category"": ""Beverage"", ""quantity"": 2, ""unit_price"": 15.25, ""subtotal"": 30.5}, {""item_id"": ""ITEM-406"", ""name"": ""Vegetable Biryani"", ""category"": ""Rice"", ""quantity"": 1, ""unit_price"": 43.13, ""subtotal"": 43.13}]",288.11,cash,completed
ORD-20251020-272499,2025-10-20T19:39:12.204298,REST-DXB-001,CUST-10146,takeaway,"[{""item_id"": ""ITEM-201"", ""name"": ""Paneer Butter Masala"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 44.14, ""subtotal"": 88.28}, {""item_id"": ""ITEM-305"", ""name"": ""Chicken Biryani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 48.01, ""subtotal"": 144.03}, {""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 2, ""unit_price"": 20.95, ""subtotal"": 41.9}]",274.21,card,completed
ORD-20251020-108387,2025-10-20T19:46:24.204298,REST-AUH-002,CUST-10497,takeaway,"[{""item_id"": ""ITEM-504"", ""name"": ""Gajar Halwa"", ""category"": ""Dessert"", ""quantity"": 1, ""unit_price"": 21.76, ""subtotal"": 21.76}]",21.76,card,delivered
ORD-20251020-388489,2025-10-20T20:21:58.204298,REST-AUH-002,CUST-10277,dine_in,"[{""item_id"": ""ITEM-401"", ""name"": ""Naan"", ""category"": ""Bread"", ""quantity"": 3, ""unit_price"": 7.86, ""subtotal"": 23.58}]",23.58,wallet,delivered
ORD-20251020-928112,2025-10-20T20:31:32.204298,REST-SHJ-001,CUST-10245,delivery,"[{""item_id"": ""ITEM-303"", ""name"": ""Lamb Rogan Josh"", ""category"": ""Main Course"", ""quantity"": 2, ""unit_price"": 64.67, ""subtotal"": 129.34}, {""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.89, ""subtotal"": 128.67}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 36.96, ""subtotal"": 110.88}]",368.89,wallet,delivered
ORD-20251020-311428,2025-10-20T20:34:36.204298,REST-SHJ-001,CUST-10370,delivery,"[{""item_id"": ""ITEM-203"", ""name"": ""Palak Paneer"", ""category"": ""Main Course"", ""quantity"": 3, ""unit_price"": 42.89, ""subtotal"": 128.67}]",128.67,card,delivered
ORD-20251020-709014,2025-10-20T20:55:14.204298,REST-DXB-002,CUST-10446,takeaway,"[{""item_id"": ""ITEM-404"", ""name"": ""Tandoori Roti"", ""category"": ""Bread"", ""quantity"": 1, ""unit_price"": 6.06, ""subtotal"": 6.06}, {""item_id"": ""ITEM-202"", ""name"": ""Dal Makhani"", ""category"": ""Main Course"", ""quantity"": 1, ""unit_price"": 38.66, ""subtotal"": 38.66}, {""item_id"": ""ITEM-602"", ""name"": ""Mango Lassi"", ""category"": ""Beverage"", ""quantity"": 1, ""unit_price"": 18.8, ""subtotal"": 18.8}]",63.52,cash,completed
